Index;name;album;artist;release_date;length;popularity;explicit;danceability;acousticness;danceability;energy;instrumentalness;liveness;loudness;speechiness;tempo;time_signature;key;mode;valence
734;Cold Heart - PNAU Remix;The Lockdown Sessions;Elton John;2021-10-22;202.735;78;False;0.795;0.0354;0.795;0.8;7.25e-05;0.0915;-6.32;0.0309;116.032;4;1;1;0.934
735;Walking On A Dream;Walking On A Dream (10th Anniversary Edition);Empire of the Sun;2008-10-03;198.44;82;False;0.871;0.257;0.871;0.701;7.52e-06;0.0589;-5.594;0.0458;126.975;4;5;0;0.716
736;Why'd You Only Call Me When You're High?;AM;Arctic Monkeys;2013-09-09;161.123;89;False;0.691;0.0483;0.691;0.631;1.13e-05;0.104;-6.478;0.0368;92.004;4;2;1;0.8
737;R U Mine?;AM;Arctic Monkeys;2013-09-09;201.726;83;False;0.288;0.00616;0.288;0.758;0.0;0.303;-5.692;0.0371;97.094;4;6;0;0.619
738;Fluorescent Adolescent;Favourite Worst Nightmare (Standard Version);Arctic Monkeys;2007-04-24;173.493;72;False;0.646;0.00178;0.646;0.813;2.26e-05;0.144;-5.29;0.0288;112.115;4;6;0;0.821
739;Team;Pure Heroine;Lorde;2013-09-27;193.058;81;False;0.69;0.167;0.69;0.578;0.0;0.305;-7.436;0.0929;99.961;4;6;1;0.416
740;Breaking Me;Breaking Me;Topic;2019-12-19;166.793;84;False;0.789;0.223;0.789;0.72;0.0;0.129;-5.652;0.218;122.031;4;8;0;0.664
741;Pepas;La 167;Farruko;2021-10-01;287.12;86;True;0.762;0.00776;0.762;0.766;6.98e-05;0.128;-3.955;0.0343;130.001;4;7;1;0.442
742;Airplanes (feat. Hayley Williams of Paramore);B.o.B Presents: The Adventures of Bobby Ray;B.o.B;2010-04-27;180.48;80;True;0.66;0.11;0.66;0.867;0.0;0.0368;-4.285;0.116;93.033;4;6;0;0.377
743;Same Old Love;Revival (Deluxe);Selena Gomez;2015-10-09;229.08;70;False;0.672;0.0223;0.672;0.593;0.0;0.214;-4.01;0.0304;98.02;4;11;0;0.438
744;Lose You To Love Me;Rare;Selena Gomez;2020-01-10;206.458;85;False;0.488;0.556;0.488;0.343;0.0;0.21;-8.985;0.0436;102.819;4;4;1;0.0978
745;Hate Me;Brightest Blue;Ellie Goulding;2020-07-16;188.066;72;False;0.64;0.0875;0.64;0.789;0.0;0.147;-4.891;0.0644;75.018;4;8;1;0.762
746;Burn;Halcyon Days;Ellie Goulding;2013-01-01;231.211;71;False;0.559;0.31;0.559;0.777;0.0;0.105;-5.031;0.0432;87.016;4;1;1;0.329
747;Fast Car;Tracy Chapman;Tracy Chapman;1988-04-05;296.8;81;False;0.711;0.313;0.711;0.292;0.0;0.131;-15.523;0.037;103.951;4;4;0;0.194
748;Whoopty;Loyalty Over Royalty;CJ;2021-02-19;123.262;76;True;0.719;0.2;0.719;0.648;0.0;0.127;-7.6;0.125;140.201;4;3;0;0.66
749;My Oh My (feat. DaBaby);Romance;Camila Cabello;2019-12-06;170.746;81;False;0.724;0.018;0.724;0.491;1.29e-05;0.0887;-6.024;0.0296;105.046;4;8;1;0.383
750;Alone;Different World;Alan Walker;2018-12-14;160.426;77;False;0.673;0.229;0.673;0.914;0.000478;0.186;-3.962;0.0496;97.021;4;10;1;0.183
751;Need to Know;Planet Her;Doja Cat;2021-06-25;210.56;93;True;0.664;0.304;0.664;0.609;0.0;0.0926;-6.509;0.0707;130.041;4;1;1;0.194
752;Woman;Planet Her;Doja Cat;2021-06-25;172.626;96;True;0.824;0.0888;0.824;0.764;0.00294;0.117;-4.175;0.0854;107.998;4;5;0;0.881
753;Streets;Hot Pink;Doja Cat;2019-11-07;226.986;89;True;0.749;0.21;0.749;0.463;0.0382;0.338;-8.433;0.0842;90.035;4;11;1;0.189
754;Little Do You Know;It's About Us;Alex & Sierra;2014-10-06;185.2;79;False;0.5;0.746;0.5;0.292;0.0;0.188;-8.554;0.0323;145.879;4;0;1;0.37
755;Drowning (feat. Kodak Black);The Bigger Artist;A Boogie Wit da Hoodie;2017-09-29;209.269;79;True;0.839;0.501;0.839;0.81;0.0;0.117;-5.274;0.0568;129.014;4;5;0;0.814
756;Look Back at It;Hoodie SZN;A Boogie Wit da Hoodie;2018-12-21;179.449;78;True;0.791;0.407;0.791;0.587;0.0;0.148;-5.075;0.0413;96.057;4;3;0;0.536
757;Yonaguni;Yonaguni;Bad Bunny;2021-06-04;206.71;95;True;0.644;0.276;0.644;0.648;0.0;0.135;-4.601;0.118;179.951;4;1;1;0.44
758;Party Girl;Fallin';StaySolidRocky;2020-07-15;147.8;73;False;0.73;0.747;0.73;0.439;0.0;0.0988;-9.864;0.0609;130.09;4;6;0;0.615
759;Best Day Of My Life;Oh, What A Life;American Authors;2014-01-01;194.24;83;False;0.673;0.0591;0.673;0.902;0.000262;0.0558;-2.392;0.0346;100.012;4;2;1;0.538
760;I Love It (feat. Charli XCX);THIS IS... ICONA POP;Icona Pop;2013-08-27;157.152;73;True;0.711;0.00952;0.711;0.906;1.64e-05;0.153;-2.671;0.0284;125.916;4;8;1;0.824
761;Don't You (Forget About Me);Once Upon A Time (Super Deluxe);Simple Minds;1985;263.04;78;False;0.66;0.168;0.66;0.816;0.0181;0.0608;-6.61;0.0299;111.346;4;2;1;0.678
762;Work Out;Cole World: The Sideline Story;J. Cole;2011-09-27;235.32;86;True;0.831;0.0531;0.831;0.427;0.0;0.307;-6.903;0.106;93.004;4;2;1;0.216
763;The Middle;Bleed American;Jimmy Eat World;2001-07-17;165.853;83;False;0.643;0.0371;0.643;0.849;0.0;0.058;-5.428;0.0526;162.152;4;2;1;0.903
764;505;Favourite Worst Nightmare (Standard Version);Arctic Monkeys;2007-04-24;253.586;86;False;0.52;0.00237;0.52;0.852;5.79e-05;0.0733;-5.866;0.0543;140.267;4;0;1;0.234
765;Complicated;Let Go;Avril Lavigne;2002-06-04;244.506;83;False;0.585;0.0572;0.585;0.776;7.74e-06;0.3;-5.898;0.0459;77.987;4;5;1;0.427
766;More Than a Feeling;Boston;Boston;1976;285.133;82;False;0.377;0.00088;0.377;0.681;0.0023;0.0504;-8.039;0.0298;108.789;4;7;1;0.285
767;Nothing Breaks Like a Heart (feat. Miley Cyrus);Late Night Feelings;Mark Ronson;2019-06-21;217.099;77;False;0.601;0.00987;0.601;0.794;1.36e-06;0.418;-5.844;0.0671;114.066;4;7;0;0.244
768;Electricity (with Dua Lipa);Electricity (with Dua Lipa);Silk City;2018-09-06;238.173;78;False;0.588;0.0104;0.588;0.67;3.33e-06;0.338;-6.439;0.0473;118.159;4;0;1;0.505
769;Stan;The Marshall Mathers LP;Eminem;2000-05-23;404.106;88;True;0.78;0.0371;0.78;0.768;2.34e-06;0.518;-4.325;0.238;80.063;4;6;0;0.507
770;Shivers;=;Ed Sheeran;2021-10-29;207.853;96;False;0.788;0.281;0.788;0.859;0.0;0.0424;-2.724;0.0856;141.02;4;2;1;0.822
771;Because of You;Breakaway;Kelly Clarkson;2004-01-17;219.493;72;False;0.583;0.254;0.583;0.584;0.0;0.123;-5.362;0.0314;140.039;4;5;0;0.136
772;Wet Dreamz;2014 Forest Hills Drive;J. Cole;2014-12-09;239.266;85;True;0.495;0.0697;0.495;0.722;0.0;0.113;-8.108;0.357;175.627;4;6;0;0.539
773;Revenge;17;XXXTENTACION;2017-08-25;120.026;89;True;0.746;0.782;0.746;0.251;0.00203;0.106;-16.169;0.259;139.999;4;11;0;0.18
774;Look At Me!;Look At Me!;XXXTENTACION;2017-02-20;126.345;86;True;0.763;0.259;0.763;0.726;0.0;0.0976;-6.405;0.282;139.059;4;1;1;0.349
775;Falling Down - Bonus Track;Come Over When You're Sober, Pt. 2;Lil Peep;2018-11-09;196.4;85;True;0.669;0.0175;0.669;0.574;0.00294;0.146;-6.442;0.0286;120.013;4;4;0;0.273
776;the remedy for a broken heart (why am I so in love);?;XXXTENTACION;2018-03-16;160.184;85;True;0.699;0.779;0.699;0.304;0.000993;0.137;-11.192;0.0993;119.705;4;1;1;0.271
777;abcdefu;a study of the human experience volume one;GAYLE;2022-03-18;168.551;47;True;0.695;0.299;0.695;0.54;0.0;0.369;-5.688;0.0491;121.947;4;4;1;0.415
778;Magnolia;Playboi Carti;Playboi Carti;2017-04-14;181.812;82;True;0.791;0.0114;0.791;0.582;0.0;0.35;-7.323;0.286;162.991;4;11;0;0.443
779;Closer;Closer;The Chainsmokers;2016-07-29;244.96;89;False;0.748;0.414;0.748;0.524;0.0;0.111;-5.599;0.0338;95.01;4;8;1;0.661
780;Takeaway;World War Joy;The Chainsmokers;2019-12-06;209.88;80;False;0.528;0.126;0.528;0.511;0.0;0.101;-8.144;0.0324;100.1;4;3;1;0.351
781;Call You Mine;World War Joy;The Chainsmokers;2019-12-06;217.64;79;False;0.585;0.204;0.585;0.696;0.0;0.344;-5.6;0.0307;104.01;4;4;0;0.522
782;This Feeling;Sick Boy;The Chainsmokers;2018-12-14;197.946;78;False;0.575;0.0558;0.575;0.571;0.0;0.0912;-7.906;0.0439;105.049;4;1;1;0.449
783;Let Me Down Slowly;Narrated For You;Alec Benjamin;2018-11-16;169.353;88;False;0.652;0.74;0.652;0.557;0.0;0.124;-5.714;0.0318;150.073;4;1;0;0.483
784;Hold On;Hold On;Chord Overstreet;2017-02-03;198.853;84;False;0.618;0.469;0.618;0.443;0.0;0.0829;-9.681;0.0526;119.949;4;2;1;0.167
